path,label,split
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08546_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08549_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08551_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08552_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08553_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08554_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08555_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08557_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08564_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08566_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08567_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08572_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08574_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08575_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08580_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08581_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08583_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08584_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08585_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08587_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08588_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08589_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08590_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08592_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08593_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08596_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08598_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08599_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08600_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08601_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08603_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08604_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08606_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08607_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08611_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08612_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08613_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08614_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08616_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08617_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08619_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08620_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08621_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08622_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08623_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08624_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08625_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08626_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08627_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08628_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08631_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08632_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08634_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08635_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08636_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08637_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08638_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08639_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08640_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08641_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08642_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08644_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08645_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08649_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08650_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08651_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08654_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08655_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08658_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08661_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08664_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08665_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08666_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08667_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08668_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08669_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08674_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08676_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08677_1_0_1_0_1_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08680_1_0_1_0_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08681_1_1_1_2_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08686_1_1_1_2_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08687_1_1_1_2_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08688_1_1_1_2_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08689_1_1_1_2_0_01.png,1,train
/content/drive/MyDrive/EyeMotionID/data/processed/MRL_Eye/awake/s0037_08694_1_1_1_2_0_01.png,1,train
